index,id,consumption_share,consumption_fee,alternative_cost
0,d39fbdd0-05bd-486d-b8e4-7998fa2d81ac,0.014570594152168548,1.7545243606140726,3.2174248879911693
1,16669c91-c711-4441-966e-de7363fbffc0,0.014570594152168548,1.7545243606140726,3.2174248879911693
2,b1e9d0ee-cf1c-405f-a50a-6854ad328be6,0.014570594152168548,1.7545243606140726,3.2174248879911693
3,8d47986f-7ba8-47d1-8a6f-ce8126234f72,0.014570594152168548,1.7545243606140726,3.2174248879911693
4,6679b909-53ac-44db-a2b3-6509ca4a01d7,0.02192877150860344,2.640562451220176,3.8561287659563526
5,24a38417-aec6-4c64-a9f0-2b14f88d1cdd,0.02192877150860344,2.640562451220176,3.8561287659563526
6,97c51e55-0cf1-4b12-9b85-e61ab4f44d72,0.02192877150860344,2.640562451220176,3.8561287659563526
7,01348eff-9ad6-4451-bea3-a06e7f588ddc,0.02192877150860344,2.640562451220176,3.8561287659563526
8,acd0b06d-c15e-4b2a-b658-c9409754d848,0.02192877150860344,2.640562451220176,3.8561287659563526
9,43c3e519-af9f-4571-91fc-b2bc329afd6d,0.02192877150860344,2.640562451220176,3.8561287659563526
10,0b2f68f2-6cfb-4416-afe0-d4d373b9da59,0.02192877150860344,2.640562451220176,3.8561287659563526
11,cf95c4da-1a9f-4774-8259-9bbdcf2a1105,0.02192877150860344,2.640562451220176,3.8561287659563526
12,882bfe92-5d87-4f6c-b7d7-fbc8456b9f10,0.02192877150860344,2.640562451220176,3.8561287659563526
13,45d2498a-644e-4e08-86ab-f41639f9914a,0.02192877150860344,2.640562451220176,3.8561287659563526
14,25032fc5-b5e0-4743-92db-2b4eeb1a62c9,0.02192877150860344,2.640562451220176,3.8561287659563526
15,4f930893-4788-4ac4-bc2f-dce352113170,0.02192877150860344,2.640562451220176,3.8561287659563526
16,76b3f18a-df2f-4e76-bbf2-dd488457f4f7,0.02192877150860344,2.640562451220176,3.8561287659563526
17,b70af177-bdae-4f6d-bf61-8c901fea53e3,0.02192877150860344,2.640562451220176,3.8561287659563526
18,9cb80bea-adc8-435c-9123-7e48be77359c,0.02192877150860344,2.640562451220176,3.8561287659563526
19,81ca0e91-386f-4bba-aa86-bbcc30a2a55c,0.02192877150860344,2.640562451220176,3.8561287659563526
20,706965eb-ba83-4203-88f2-efce0fcbbf6a,0.02192877150860344,2.640562451220176,3.8561287659563526
21,90215c27-f14b-414f-b2ba-1a490a2b1c04,0.02192877150860344,2.640562451220176,3.8561287659563526
22,0a709a44-bce5-426b-9eaa-4189d7482326,0.02192877150860344,2.640562451220176,3.8561287659563526
23,89292222-7fd3-415e-b8a7-d87bfe21e39e,0.02192877150860344,2.640562451220176,3.8561287659563526
24,93fda485-98dc-4f3e-9207-d4e4ad1c3900,0.02192877150860344,2.640562451220176,3.8561287659563526
25,3a5ad3ca-25e4-4c15-b708-34edc1180557,0.02192877150860344,2.640562451220176,3.8561287659563526
26,0092324a-7c4b-49bf-8c5c-93cad0e9ebc4,0.02192877150860344,2.640562451220176,3.8561287659563526
27,32b0c114-ca40-4a52-be22-0f13c46e4cb2,0.02192877150860344,2.640562451220176,3.8561287659563526
28,297905df-8403-4814-bab5-eaf953bb9a00,0.02192877150860344,2.640562451220176,3.8561287659563526
29,f4084f76-1455-4675-bf32-b819f1f0c4ef,0.02192877150860344,2.640562451220176,3.8561287659563526
30,c1908457-ac07-42ed-9e9d-62fce29e357c,0.02192877150860344,2.640562451220176,3.8561287659563526
31,473bc380-04bc-4c73-90b6-f1066097e661,0.02192877150860344,2.640562451220176,3.8561287659563526
32,3a9e2593-7907-448f-981e-d0949719a2e9,0.02192877150860344,2.640562451220176,3.8561287659563526
33,c560d109-b750-43eb-ba61-24b401ce8d37,0.02192877150860344,2.640562451220176,3.8561287659563526
34,5183c97e-ddf0-454b-b370-49530784134e,0.02192877150860344,2.640562451220176,3.8561287659563526
35,91ea25fd-0e01-4d0a-bb62-0b313ce02724,0.02192877150860344,2.640562451220176,3.8561287659563526
36,4edcad9f-0526-44b9-a776-bfdd034de825,0.02192877150860344,2.640562451220176,3.8561287659563526
37,d1c1d6c7-b306-4216-b69d-4f27e3cb700b,0.02192877150860344,2.640562451220176,3.8561287659563526
38,656ce94c-02e7-4efe-a8c0-1556dee67d93,0.02192877150860344,2.640562451220176,3.8561287659563526
39,5db852dd-8581-4e9c-a67f-5bd62436ddcd,0.02192877150860344,2.640562451220176,3.8561287659563526
40,da77d233-7214-46c3-bdce-d0e4e6d55b8d,0.02192877150860344,2.640562451220176,3.8561287659563526
41,268da01f-edb9-430f-a599-e8f4645bdd0d,0.02192877150860344,2.640562451220176,3.8561287659563526
42,31766462-79eb-4c62-8cc2-9d75d9d514a5,0.02192877150860344,2.640562451220176,3.8561287659563526
43,565f1949-a8ef-4b93-9beb-253e69403662,0.02192877150860344,2.640562451220176,3.8561287659563526
44,9f0a9b14-acd8-458c-9f32-31d11a7f5144,0.02192877150860344,2.640562451220176,3.8561287659563526
45,48449c41-8b17-41bb-8d35-573e95e34efe,0.02192877150860344,2.640562451220176,3.8561287659563526
46,481aa8d8-f0a1-4f38-bb74-853877be7bc9,0.02192877150860344,2.640562451220176,3.8561287659563526
47,edac8b3e-96d6-48d4-93aa-d3582cb1aaa1,0.02192877150860344,2.640562451220176,3.8561287659563526
48,29688a48-81d1-40a9-bbfe-a728b14891ee,0.02192877150860344,2.640562451220176,3.8561287659563526
49,7c31466e-c237-4ffd-97ed-348c796a8a51,0.02192877150860344,2.640562451220176,3.8561287659563526
