index,id,consumption_share,consumption_fee,alternative_cost
0,306c3b13-c8a2-470e-a52f-05d4f50ed60d,0.021677843997453653,2.38401000691976,3.635394913279773
1,855793bc-e127-4ff3-b091-9b51aa87b12c,0.021677843997453653,2.38401000691976,3.635394913279773
2,80b86e5a-468b-4de5-bcdc-dce889642bb2,0.021677843997453653,2.38401000691976,3.635394913279773
3,351ff4a0-b3af-4e70-80f2-3b000f4b3f4a,0.021677843997453653,2.38401000691976,3.635394913279773
4,0b052e80-81de-4990-97c8-7202f7fdab53,0.021677843997453653,2.38401000691976,3.635394913279773
5,45300d37-f3ef-447b-99fa-415bae78cec2,0.021677843997453653,2.38401000691976,3.635394913279773
6,ccc7a250-0c68-4b93-9189-443d862584e1,0.021677843997453653,2.38401000691976,3.635394913279773
7,41ce0c28-a4b7-4c66-a4a0-317bc6968ae4,0.0326251958468394,3.587939528751949,4.877743408946237
8,314c25b0-8a52-41dc-bf87-fafbaded53d0,0.0326251958468394,3.587939528751949,4.877743408946237
9,0ec48941-03f7-41d4-b2af-6989d387850f,0.0326251958468394,3.587939528751949,4.877743408946237
10,3aa97fed-b08d-459d-8acf-b6032a467938,0.0326251958468394,3.587939528751949,4.877743408946237
11,e271d605-ffe9-43f3-84d9-0bab26228932,0.0326251958468394,3.587939528751949,4.877743408946237
12,2a5b852e-3a06-4d2e-a100-d51c9e252f39,0.0326251958468394,3.587939528751949,4.877743408946237
13,75c2a091-9cbd-4e32-8f5a-140b6fa72ef0,0.0326251958468394,3.587939528751949,4.877743408946237
14,a62afc79-0ab5-4351-8b81-a398358dd804,0.0326251958468394,3.587939528751949,4.877743408946237
15,ce62b0ea-c50f-455f-8a84-7784d6973e46,0.0326251958468394,3.587939528751949,4.877743408946237
16,27a8b7f5-acdf-44c1-8cf7-97157e73d3c6,0.0326251958468394,3.587939528751949,4.877743408946237
17,0995ed0e-aa16-4658-8f95-40b9341ac94c,0.0326251958468394,3.587939528751949,4.877743408946237
18,b6507801-9d1e-4932-b464-223d47cb86db,0.0326251958468394,3.587939528751949,4.877743408946237
19,b9174757-a8d5-4ed6-a7e7-93711bae57f5,0.0326251958468394,3.587939528751949,4.877743408946237
20,5cb26fca-3893-42bb-813f-1470f9b4a1e7,0.0326251958468394,3.587939528751949,4.877743408946237
21,8ae6ce35-a122-469b-b659-d3e71900025f,0.0326251958468394,3.587939528751949,4.877743408946237
22,285d47f6-0ac5-4eed-ba67-c2cde5773a33,0.0326251958468394,3.587939528751949,4.877743408946237
23,81553e0e-cf1a-4fec-87c3-1cbf78235633,0.0326251958468394,3.587939528751949,4.877743408946237
24,df72f668-014f-4ad6-8f7c-a521cb0c0bd3,0.0326251958468394,3.587939528751949,4.877743408946237
25,c53843c3-368f-42b5-a216-8e74e4836083,0.0326251958468394,3.587939528751949,4.877743408946237
26,45dc93d4-b710-4939-bda1-84bcf8b14f09,0.0326251958468394,3.587939528751949,4.877743408946237
27,16593e8e-0794-4a17-a138-efbebedc15c4,0.0326251958468394,3.587939528751949,4.877743408946237
28,f37eb28e-45f6-406c-89ca-15df78eb6ce9,0.0326251958468394,3.587939528751949,4.877743408946237
29,6f8525d6-de4c-46ea-97d5-6511b6463295,0.0326251958468394,3.587939528751949,4.877743408946237
30,28a7febb-64ba-4289-89c2-b9de6e1f3186,0.0326251958468394,3.587939528751949,4.877743408946237
31,1f7d15e3-6d4f-46b7-bf13-bd16ff460d93,0.0326251958468394,3.587939528751949,4.877743408946237
32,941bd4e7-350c-4bcd-abcb-aa79dc709bf3,0.0326251958468394,3.587939528751949,4.877743408946237
